2,1000221103,Linear Algebra And Tensors,3,1
3,1005221100,Problem Solving and Programming using C,3,1
4,1003221102,Engineering Drawing,3,1
5,1000221109,Applied Physics,3,1
6,1005221110,Problem Solving and Programming using C Lab,1.5,1
7,1000221114,Applied Physics Lab,1.5,1
8,1000221170,Engineering Exploration Lab ,1,1
9,1000221120,"Game, Sports and Yoga",0,1
